AnnoA;ClasseNUMERO;ClasseNOME;SESSO;Isc
2020/2021;LM-45;Musicologia e beni musicali;F;418
2020/2021;LM-45;Musicologia e beni musicali;M;277
2020/2021;LM-46;Odontoiatria e protesi dentaria;F;3231
2020/2021;LM-46;Odontoiatria e protesi dentaria;M;3137
2020/2021;LM-47;Organizzazione e gestione dei servizi per lo sport e le attività motorie;F;1421
2020/2021;LM-47;Organizzazione e gestione dei servizi per lo sport e le attività motorie;M;3131
2020/2021;LM-48;Pianificazione territoriale urbanistica e ambientale;F;403
2020/2021;LM-48;Pianificazione territoriale urbanistica e ambientale;M;349
2020/2021;LM-49;Progettazione e gestione dei sistemi turistici;F;1448
2020/2021;LM-49;Progettazione e gestione dei sistemi turistici;M;398
2020/2021;LM-50;Programmazione e gestione dei servizi educativi;F;2797
2020/2021;LM-50;Programmazione e gestione dei servizi educativi;M;232
2020/2021;LM-51;Psicologia;F;17266
2020/2021;LM-51;Psicologia;M;4101
2020/2021;LM-52;Relazioni internazionali;F;4804
2020/2021;LM-52;Relazioni internazionali;M;2597
2020/2021;LM-53;Scienza e ingegneria dei materiali;F;648
2020/2021;LM-53;Scienza e ingegneria dei materiali;M;1307
2020/2021;LM-54;Scienze chimiche;F;1780
2020/2021;LM-54;Scienze chimiche;M;1731
2020/2021;LM-55;Scienze cognitive;F;263
2020/2021;LM-55;Scienze cognitive;M;126
2020/2021;LM-56;Scienze dell'economia;F;6674
2020/2021;LM-56;Scienze dell'economia;M;8267
2020/2021;LM-57;Scienze dell'educazione degli adulti e della formazione continua;F;1354
2020/2021;LM-57;Scienze dell'educazione degli adulti e della formazione continua;M;241
2020/2021;LM-58;Scienze dell'universo;F;135
2020/2021;LM-58;Scienze dell'universo;M;217
2020/2021;LM-59;Scienze della comunicazione pubblica, d'impresa e pubblicità;F;4416
2020/2021;LM-59;Scienze della comunicazione pubblica, d'impresa e pubblicità;M;1824
2020/2021;LM-60;Scienze della natura;F;649
2020/2021;LM-60;Scienze della natura;M;432
2020/2021;LM-61;Scienze della nutrizione umana;F;4079
2020/2021;LM-61;Scienze della nutrizione umana;M;1859
2020/2021;LM-62;Scienze della politica;F;1672
2020/2021;LM-62;Scienze della politica;M;1615
2020/2021;LM-63;Scienze delle pubbliche amministrazioni;F;2479
2020/2021;LM-63;Scienze delle pubbliche amministrazioni;M;1926
2020/2021;LM-64;Scienze delle religioni;F;102
2020/2021;LM-64;Scienze delle religioni;M;104
2020/2021;LM-65;Scienze dello spettacolo e produzione multimediale;F;2321
2020/2021;LM-65;Scienze dello spettacolo e produzione multimediale;M;1202
2020/2021;LM-66;Sicurezza informatica;F;81
2020/2021;LM-66;Sicurezza informatica;M;527
2020/2021;LM-67;Scienze e tecniche delle attività motorie preventive e adattate;F;3237
2020/2021;LM-67;Scienze e tecniche delle attività motorie preventive e adattate;M;4728
2020/2021;LM-68;Scienze e tecniche dello sport;F;658
2020/2021;LM-68;Scienze e tecniche dello sport;M;1981
2020/2021;LM-69;Scienze e tecnologie agrarie;F;1015
2020/2021;LM-69;Scienze e tecnologie agrarie;M;2316
2020/2021;LM-70;Scienze e tecnologie alimentari;F;1750
2020/2021;LM-70;Scienze e tecnologie alimentari;M;1226
2020/2021;LM-71;Scienze e tecnologie della chimica industriale;F;424
2020/2021;LM-71;Scienze e tecnologie della chimica industriale;M;577
2020/2021;LM-72;Scienze e tecnologie della navigazione;F;36
2020/2021;LM-72;Scienze e tecnologie della navigazione;M;100
2020/2021;LM-73;Scienze e tecnologie forestali ed ambientali;F;388
2020/2021;LM-73;Scienze e tecnologie forestali ed ambientali;M;620
2020/2021;LM-74;Scienze e tecnologie geologiche;F;672
2020/2021;LM-74;Scienze e tecnologie geologiche;M;1143
2020/2021;LM-75;Scienze e tecnologie per l'ambiente e il territorio;F;819
2020/2021;LM-75;Scienze e tecnologie per l'ambiente e il territorio;M;719
2020/2021;LM-76;Scienze economiche per l'ambiente e la cultura;F;993
2020/2021;LM-76;Scienze economiche per l'ambiente e la cultura;M;329
2020/2021;LM-77;Scienze economico-aziendali;F;22382
2020/2021;LM-77;Scienze economico-aziendali;M;21979
2020/2021;LM-78;Scienze filosofiche;F;2497
2020/2021;LM-78;Scienze filosofiche;M;2740
2020/2021;LM-79;Scienze geofisiche;F;60
2020/2021;LM-79;Scienze geofisiche;M;108
2020/2021;LM-80;Scienze geografiche;F;243
2020/2021;LM-80;Scienze geografiche;M;210
2020/2021;LM-81;Scienze per la cooperazione allo sviluppo;F;1340
2020/2021;LM-81;Scienze per la cooperazione allo sviluppo;M;502
2020/2021;LM-82;Scienze statistiche;F;832
2020/2021;LM-82;Scienze statistiche;M;1046
2020/2021;LM-83;Scienze statistiche attuariali e finanziarie;F;321
2020/2021;LM-83;Scienze statistiche attuariali e finanziarie;M;526
2020/2021;LM-84;Scienze storiche;F;1852
2020/2021;LM-84;Scienze storiche;M;2900
2020/2021;LM-85;Scienze pedagogiche;F;12866
2020/2021;LM-85;Scienze pedagogiche;M;1157
2020/2021;LM-85 bis;Scienze della formazione primaria;F;32364
2020/2021;LM-85 bis;Scienze della formazione primaria;M;2053
2020/2021;LM-86;Scienze zootecniche e tecnologie  animali;F;524
2020/2021;LM-86;Scienze zootecniche e tecnologie  animali;M;316
2020/2021;LM-87;Servizio sociale e politiche sociali;F;4637
2020/2021;LM-87;Servizio sociale e politiche sociali;M;448
2020/2021;LM-88;Sociologia e ricerca sociale;F;2013
2020/2021;LM-88;Sociologia e ricerca sociale;M;840
2020/2021;LM-89;Storia dell'arte;F;4634
2020/2021;LM-89;Storia dell'arte;M;1053
2020/2021;LM-90;Studi europei;F;577
2020/2021;LM-90;Studi europei;M;391
2020/2021;LM-91;Tecniche e metodi per la societa dell'informazione;F;460
2020/2021;LM-91;Tecniche e metodi per la societa dell'informazione;M;984
2020/2021;LM-92;Teorie della comunicazione;F;1794
2020/2021;LM-92;Teorie della comunicazione;M;734
2020/2021;LM-93;Teorie e metodologie dell'e-learning e della media education;F;64
2020/2021;LM-93;Teorie e metodologie dell'e-learning e della media education;M;12
2020/2021;LM-94;Traduzione specialistica e interpretariato;F;2328
2020/2021;LM-94;Traduzione specialistica e interpretariato;M;402
2020/2021;LMG/01;Magistrali in giurisprudenza;F;69190
2020/2021;LMG/01;Magistrali in giurisprudenza;M;39629
2020/2021;LMR/02;Conservazione e restauro dei beni culturali;F;477
2020/2021;LMR/02;Conservazione e restauro dei beni culturali;M;79
2020/2021;SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;F;159
2020/2021;SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;M;71
2020/2021;SNT1/S;Specialistiche nelle scienze infermieristiche e ostetriche;F;5
2020/2021;SNT1/S;Specialistiche nelle scienze infermieristiche e ostetriche;M;1
2020/2021;SNT2;Professioni sanitarie della riabilitazione;F;48
2020/2021;SNT2;Professioni sanitarie della riabilitazione;M;29
2020/2021;SNT2/S;Specialistiche nelle scienze delle professioni sanitarie della riabilitazione;F;1
2020/2021;SNT2/S;Specialistiche nelle scienze delle professioni sanitarie della riabilitazione;M;1
2020/2021;SNT3;Professioni sanitarie tecniche;F;28
2020/2021;SNT3;Professioni sanitarie tecniche;M;22
2020/2021;SNT3/S;Specialistiche nelle scienze delle professioni sanitarie tecniche;F;2
2020/2021;SNT3/S;Specialistiche nelle scienze delle professioni sanitarie tecniche;M;2
2020/2021;SNT4;Professioni sanitarie della prevenzione;F;6
2020/2021;SNT4;Professioni sanitarie della prevenzione;M;10
2020/2021;SNT4/S;Specialistiche nelle scienze delle professioni sanitarie della prevenzione;M;1
2019/2020;1;Biotecnologie;F;96
2019/2020;1;Biotecnologie;M;36
2019/2020;01/S;Specialistiche in antropologia culturale ed etnologia;F;11
2019/2020;01/S;Specialistiche in antropologia culturale ed etnologia;M;3
2019/2020;2;Scienze dei servizi giuridici;F;152
2019/2020;2;Scienze dei servizi giuridici;M;147
2019/2020;02/S;Specialistiche in archeologia;F;9
2019/2020;02/S;Specialistiche in archeologia;M;5
2019/2020;3;Scienze della mediazione linguistica;F;196
2019/2020;3;Scienze della mediazione linguistica;M;40
2019/2020;03/S;Specialistiche in architettura del paesaggio;F;4
2019/2020;03/S;Specialistiche in architettura del paesaggio;M;2
2019/2020;4;Scienze dell'architettura e dell'ingegneria edile;F;212
2019/2020;4;Scienze dell'architettura e dell'ingegneria edile;M;249
2019/2020;04/S;Specialistiche in architettura e ingegneria edile;F;25
2019/2020;04/S;Specialistiche in architettura e ingegneria edile;M;34
2019/2020;04/S-cu;Scienze dell'architettura e dell'ingegneria edile - Ciclo Unico;F;720
2019/2020;04/S-cu;Scienze dell'architettura e dell'ingegneria edile - Ciclo Unico;M;614
2019/2020;5;Lettere;F;514
2019/2020;5;Lettere;M;146
2019/2020;05/S;Specialistiche in archivistica e biblioteconomia;F;7
2019/2020;05/S;Specialistiche in archivistica e biblioteconomia;M;1
2019/2020;6;Scienze del servizio sociale;F;190
2019/2020;6;Scienze del servizio sociale;M;18
2019/2020;06/S;Specialistiche in biologia;F;16
2019/2020;06/S;Specialistiche in biologia;M;9
2019/2020;7;Urbanistica e scienze della pianificazione territoriale e ambientale;F;12
2019/2020;7;Urbanistica e scienze della pianificazione territoriale e ambientale;M;33
2019/2020;8;Ingegneria civile e ambientale;F;194
2019/2020;8;Ingegneria civile e ambientale;M;434
2019/2020;08/S;Specialistiche in biotecnologie industriali;F;2
2019/2020;9;Ingegneria dell'informazione;F;137
2019/2020;9;Ingegneria dell'informazione;M;854
2019/2020;09/S;Specialistiche in biotecnologie mediche, veterinarie e farmaceutiche;F;2
2019/2020;09/S;Specialistiche in biotecnologie mediche, veterinarie e farmaceutiche;M;1
2019/2020;10;Ingegneria industriale;F;177
2019/2020;10;Ingegneria industriale;M;938
2019/2020;10/S;Specialistiche in conservazione dei beni architettonici e ambientali;F;1
2019/2020;100/S;Specialistiche in tecniche e metodi per la societa dell'informazione;F;1
2019/2020;100/S;Specialistiche in tecniche e metodi per la societa dell'informazione;M;2
2019/2020;101/S;Specialistiche in teoria della comunicazione;F;4
2019/2020;101/S;Specialistiche in teoria della comunicazione;M;3
2019/2020;102/S;Specialistiche in teoria e tecniche della normazione e dell'informazione giuridica;M;1
2019/2020;103/S;Specialistiche in teorie e metodi del disegno industriale;F;3
2019/2020;103/S;Specialistiche in teorie e metodi del disegno industriale;M;7
2019/2020;104/S;Specialistiche in traduzione letteraria e in traduzione tecnico-scientifica;F;15
2019/2020;104/S;Specialistiche in traduzione letteraria e in traduzione tecnico-scientifica;M;1
2019/2020;11;Lingue e culture moderne;F;511
2019/2020;11;Lingue e culture moderne;M;106
2019/2020;12;Scienze biologiche;F;467
2019/2020;12;Scienze biologiche;M;118
2019/2020;12/S;Specialistiche in conservazione e restauro del patrimonio storico-artistico;F;1
2019/2020;13;Scienze dei beni culturali;F;462
2019/2020;13;Scienze dei beni culturali;M;119
2019/2020;13/S;Specialistiche in editoria, comunicazione multimediale e giornalismo;F;10
2019/2020;13/S;Specialistiche in editoria, comunicazione multimediale e giornalismo;M;8
2019/2020;14;Scienze della comunicazione;F;290
2019/2020;14;Scienze della comunicazione;M;154
2019/2020;14/S;Specialistiche in farmacia e farmacia industriale;F;1712
2019/2020;14/S;Specialistiche in farmacia e farmacia industriale;M;620
2019/2020;15;Scienze politiche e delle relazioni internazionali;F;211
2019/2020;15;Scienze politiche e delle relazioni internazionali;M;209
2019/2020;15/S;Specialistiche in filologia e letterature dell'antichita;F;8
2019/2020;15/S;Specialistiche in filologia e letterature dell'antichita;M;3
2019/2020;16;Scienze della Terra;F;17
2019/2020;16;Scienze della Terra;M;39
2019/2020;16/S;Specialistiche in filologia moderna;F;37
2019/2020;16/S;Specialistiche in filologia moderna;M;8
2019/2020;17;Scienze dell'economia e della gestione aziendale;F;944
2019/2020;17;Scienze dell'economia e della gestione aziendale;M;898
2019/2020;17/S;Specialistiche in filosofia e storia della scienza;F;1
2019/2020;17/S;Specialistiche in filosofia e storia della scienza;M;1
2019/2020;18;Scienze dell'educazione e della formazione;F;799
2019/2020;18;Scienze dell'educazione e della formazione;M;88
2019/2020;18/S;Specialistiche in filosofia teoretica, morale, politica ed estetica;F;8
2019/2020;18/S;Specialistiche in filosofia teoretica, morale, politica ed estetica;M;9
2019/2020;18-bis;Scienze della Formazione Primaria - Quadriennale;F;1011
2019/2020;18-bis;Scienze della Formazione Primaria - Quadriennale;M;54
2019/2020;19;Scienze dell'amministrazione;F;124
2019/2020;19;Scienze dell'amministrazione;M;130
2019/2020;19/S;Specialistiche in finanza;F;4
2019/2020;19/S;Specialistiche in finanza;M;2
2019/2020;20;Scienze e tecnologie agrarie, agroalimentari e forestali;F;131
2019/2020;20;Scienze e tecnologie agrarie, agroalimentari e forestali;M;200
2019/2020;20/S;Specialistiche in fisica;F;8
2019/2020;20/S;Specialistiche in fisica;M;11
2019/2020;21;Scienze e tecnologie chimiche;F;78
2019/2020;21;Scienze e tecnologie chimiche;M;81
2019/2020;21/S;Specialistiche in geografia;F;2
2019/2020;21/S;Specialistiche in geografia;M;3
2019/2020;22;Scienze e tecnologie della navigazione marittima e aerea;F;1
2019/2020;22;Scienze e tecnologie della navigazione marittima e aerea;M;3
2019/2020;22/S;Specialistiche in giurisprudenza;F;90
2019/2020;22/S;Specialistiche in giurisprudenza;M;53
2019/2020;23;Scienze e tecnologie delle arti figurative, della musica, dello spettacolo e della moda;F;104
2019/2020;23;Scienze e tecnologie delle arti figurative, della musica, dello spettacolo e della moda;M;56
2019/2020;23/S;Specialistiche in informatica;F;12
2019/2020;23/S;Specialistiche in informatica;M;40
2019/2020;24;Scienze e tecnologie farmaceutiche;F;207
2019/2020;24;Scienze e tecnologie farmaceutiche;M;59
2019/2020;24/S;Specialistiche in informatica per le discipline umanistiche;M;1
2019/2020;25;Scienze e tecnologie fisiche;F;46
2019/2020;25;Scienze e tecnologie fisiche;M;94
2019/2020;25/S;Specialistiche in ingegneria aerospaziale e astronautica;F;1
2019/2020;25/S;Specialistiche in ingegneria aerospaziale e astronautica;M;14
2019/2020;26;Scienze e tecnologie informatiche;F;66
2019/2020;26;Scienze e tecnologie informatiche;M;406
2019/2020;26/S;Specialistiche in ingegneria biomedica;F;7
2019/2020;26/S;Specialistiche in ingegneria biomedica;M;5
2019/2020;27;Scienze e tecnologie per l'ambiente e la natura;F;70
2019/2020;27;Scienze e tecnologie per l'ambiente e la natura;M;60
2019/2020;27/S;Specialistiche in ingegneria chimica;F;4
2019/2020;27/S;Specialistiche in ingegneria chimica;M;2
2019/2020;28;Scienze economiche;F;319
2019/2020;28;Scienze economiche;M;251
2019/2020;28/S;Specialistiche in ingegneria civile;F;9
2019/2020;28/S;Specialistiche in ingegneria civile;M;30
2019/2020;29;Filosofia;F;117
2019/2020;29;Filosofia;M;102
2019/2020;29/S;Specialistiche in ingegneria dell'automazione;F;3
2019/2020;29/S;Specialistiche in ingegneria dell'automazione;M;7
2019/2020;30;Scienze geografiche;F;13
2019/2020;30;Scienze geografiche;M;15
2019/2020;30/S;Specialistiche in ingegneria delle telecomunicazioni;F;3
2019/2020;30/S;Specialistiche in ingegneria delle telecomunicazioni;M;15
2019/2020;31;Scienze giuridiche;F;376
2019/2020;31;Scienze giuridiche;M;211
2019/2020;31/S;Specialistiche in ingegneria elettrica;F;1
2019/2020;31/S;Specialistiche in ingegneria elettrica;M;8
2019/2020;31-bis;Scienze giuridiche - Quinquennale;F;52
2019/2020;31-bis;Scienze giuridiche - Quinquennale;M;25
2019/2020;32;Scienze matematiche;F;103
2019/2020;32;Scienze matematiche;M;63
2019/2020;32/S;Specialistiche in ingegneria elettronica;F;6
2019/2020;32/S;Specialistiche in ingegneria elettronica;M;26
2019/2020;33;Scienze delle attivita motorie e sportive;F;97
2019/2020;33;Scienze delle attivita motorie e sportive;M;196
2019/2020;33/S;Specialistiche in ingegneria energetica e nucleare;F;4
2019/2020;33/S;Specialistiche in ingegneria energetica e nucleare;M;8
2019/2020;34;Scienze e tecniche psicologiche;F;526
2019/2020;34;Scienze e tecniche psicologiche;M;144
2019/2020;34/S;Specialistiche in ingegneria gestionale;F;14
2019/2020;34/S;Specialistiche in ingegneria gestionale;M;20
2019/2020;35;Scienze sociali per la cooperazione, lo sviluppo e la pace;F;26
2019/2020;35;Scienze sociali per la cooperazione, lo sviluppo e la pace;M;18
2019/2020;35/S;Specialistiche in ingegneria informatica;F;6
2019/2020;35/S;Specialistiche in ingegneria informatica;M;60
2019/2020;36;Scienze sociologiche;F;108
2019/2020;36;Scienze sociologiche;M;44
2019/2020;36/S;Specialistiche in ingegneria meccanica;F;4
2019/2020;36/S;Specialistiche in ingegneria meccanica;M;40
2019/2020;37;Scienze statistiche;F;14
2019/2020;37;Scienze statistiche;M;17
2019/2020;37/S;Specialistiche in ingegneria navale;M;3
2019/2020;38;Scienze storiche;F;69
2019/2020;38;Scienze storiche;M;107
2019/2020;38/S;Specialistiche in ingegneria per l'ambiente e il territorio;F;13
2019/2020;38/S;Specialistiche in ingegneria per l'ambiente e il territorio;M;19
2019/2020;39;Scienze del turismo;F;97
2019/2020;39;Scienze del turismo;M;18
2019/2020;39/S;Specialistiche in interpretariato di conferenza;F;2
2019/2020;40;Scienze e tecnologie zootecniche e delle produzioni animali;F;59
2019/2020;40;Scienze e tecnologie zootecniche e delle produzioni animali;M;13
2019/2020;40/S;Specialistiche in lingua e cultura italiana;F;4
2019/2020;40/S;Specialistiche in lingua e cultura italiana;M;2
2019/2020;41;Tecnologie per la conservazione e il restauro dei beni culturali;F;12
2019/2020;41;Tecnologie per la conservazione e il restauro dei beni culturali;M;3
2019/2020;41/S;Specialistiche in lingue e letterature afroasiatiche;M;2
2019/2020;42;Disegno industriale;F;22
2019/2020;42;Disegno industriale;M;29
2019/2020;42/S;Specialistiche in lingue e letterature moderne euroamericane;F;27
2019/2020;42/S;Specialistiche in lingue e letterature moderne euroamericane;M;4
2019/2020;43/S;Specialistiche in lingue straniere per la comunicazione internazionale;F;24
2019/2020;43/S;Specialistiche in lingue straniere per la comunicazione internazionale;M;2
2019/2020;44/S;Specialistiche in linguistica;F;5
2019/2020;44/S;Specialistiche in linguistica;M;1
2019/2020;45/S;Specialistiche in matematica;F;13
2019/2020;45/S;Specialistiche in matematica;M;6
